inquiry_id,priority,issue_category,issue_subcategory,channel,region,handled_by,hour_of_day,weekday,sla_breach_flag,resolution_minutes,sla_hours,created_at
INC00508,Medium,Transaction Mismatch,Missing Transaction,Phone,North,Agent_46,2,4,0,1140,48,2025-07-10 02:15:00
INC00509,Low,Delay,Interbank Delay,Chat,West,Agent_94,22,4,0,1908,72,2025-03-20 22:34:00
INC00510,Low,Transaction Mismatch,Amount Mismatch,Mobile App,Central,Agent_38,0,3,0,648,72,2025-04-09 00:44:00
INC00511,Medium,Payment Failure,Insufficient Funds,Email,North,Agent_68,6,1,0,93,48,2025-09-08 06:36:00
INC00512,Medium,Fraud Detection,Account Takeover,Mobile App,South,Agent_114,14,5,0,766,48,2025-03-21 14:18:00
INC00513,Low,Account Access,Password Reset,Mobile App,South,Agent_68,19,5,0,130,72,2025-01-10 19:54:00
INC00514,Medium,Fraud Detection,Account Takeover,Phone,North,Agent_107,17,5,0,347,48,2025-09-12 17:09:00
INC00515,Low,Fraud Detection,Account Takeover,Mobile App,West,Agent_68,5,6,0,1437,72,2025-03-08 05:55:00
INC00516,Low,Payment Failure,Gateway Error,Mobile App,North,Agent_60,1,1,0,497,72,2025-05-12 01:23:00
INC00517,High,Chargeback,Merchant Error,Phone,Central,Agent_35,11,6,0,946,24,2025-02-01 11:35:00
INC00518,Critical,Transaction Mismatch,Amount Mismatch,Email,Central,Agent_50,23,2,0,146,4,2025-01-21 23:04:00
INC00519,High,Fraud Detection,Suspicious Login,Mobile App,North,Agent_99,6,2,0,677,24,2025-04-08 06:33:00
INC00520,Low,Account Access,Password Reset,Mobile App,Central,Agent_44,21,4,0,127,72,2025-07-03 21:29:00
INC00521,Medium,Chargeback,Merchant Error,Chat,West,Agent_98,17,6,0,850,48,2025-03-22 17:38:00
INC00522,Low,Fraud Detection,Suspicious Login,Chat,East,Agent_58,23,6,0,1378,72,2025-08-09 23:20:00
INC00523,Medium,Delay,Interbank Delay,Chat,North,Agent_39,12,1,0,2341,48,2025-08-18 12:00:00
INC00524,High,Delay,Processing Queue,Email,North,Agent_5,6,4,0,1438,24,2025-04-24 06:54:00
INC00525,Low,Fraud Detection,Suspicious Login,Chat,North,Agent_74,11,0,1,,72,2025-08-24 11:09:00
INC00526,Low,Account Access,Locked Account,Mobile App,Central,Agent_105,18,4,0,220,72,2025-07-24 18:58:00
INC00527,Low,Delay,Processing Queue,Chat,East,Agent_113,19,2,0,1751,72,2025-02-18 19:41:00
INC00528,Medium,Delay,Clearing Delay,Phone,West,Agent_7,13,1,0,2493,48,2025-08-11 13:59:00
INC00529,Low,Payment Failure,Gateway Error,Email,North,Agent_87,16,5,0,530,72,2025-06-06 16:02:00
INC00530,Low,Payment Failure,Gateway Error,Mobile App,South,Agent_17,14,1,0,757,72,2025-07-21 14:48:00
INC00531,Low,Account Access,Locked Account,Mobile App,South,Agent_98,2,0,0,90,72,2025-06-22 02:30:00
INC00532,Medium,Transaction Mismatch,Missing Transaction,Email,South,Agent_10,15,2,0,464,48,2025-03-11 15:35:00
INC00533,Low,Chargeback,Customer Dispute,Chat,East,Agent_25,13,6,0,1069,72,2025-05-17 13:20:00
INC00534,Low,Delay,Interbank Delay,Mobile App,Central,Agent_19,11,6,1,4382,72,2025-06-14 11:38:00
INC00535,Low,Fraud Detection,Suspicious Login,Phone,North,Agent_95,1,4,0,852,72,2025-08-14 01:59:00
INC00536,Low,Delay,Interbank Delay,Phone,East,Agent_58,7,2,0,3524,72,2025-01-28 07:39:00
INC00537,Low,Account Access,Password Reset,Chat,Central,Agent_62,0,6,0,345,72,2025-08-30 00:21:00
INC00538,High,Delay,Processing Queue,Chat,South,Agent_8,22,5,0,504,24,2025-03-14 22:44:00
INC00539,Medium,Payment Failure,Gateway Error,Mobile App,East,Agent_85,6,1,0,282,48,2025-05-26 06:50:00
INC00540,Low,KYC/Documentation,Mismatch Info,Phone,East,Agent_63,3,5,0,2899,72,2025-07-04 03:01:00
INC00541,Low,Chargeback,Customer Dispute,Chat,East,Agent_63,5,6,0,1392,72,2025-02-15 05:12:00
INC00542,Low,Transaction Mismatch,Duplicate Transaction,Chat,North,Agent_81,23,1,0,714,72,2025-07-21 23:10:00
INC00543,Low,Chargeback,Merchant Error,Mobile App,South,Agent_12,12,1,0,871,72,2025-05-12 12:56:00
INC00544,Low,KYC/Documentation,Mismatch Info,Email,West,Agent_40,16,2,1,,72,2025-07-15 16:43:00
INC00545,Medium,Fraud Detection,Card Fraud,Email,South,Agent_40,14,3,0,981,48,2025-06-18 14:34:00
INC00546,High,Delay,Processing Queue,Phone,South,Agent_41,13,2,0,949,24,2025-03-11 13:58:00
INC00547,Critical,Transaction Mismatch,Duplicate Transaction,Chat,South,Agent_100,23,0,0,32,4,2025-03-16 23:01:00
INC00548,Medium,Delay,Processing Queue,Email,Central,Agent_30,3,1,0,1628,48,2025-04-07 03:08:00
INC00549,Low,Delay,Interbank Delay,Mobile App,East,Agent_24,21,2,0,4138,72,2025-04-29 21:01:00
INC00550,Low,Delay,Clearing Delay,Phone,East,Agent_53,15,5,1,5144,72,2025-07-18 15:30:00
INC00551,Low,Account Access,Password Reset,Mobile App,East,Agent_111,23,4,0,238,72,2025-04-24 23:42:00
INC00552,Medium,Account Access,Locked Account,Chat,West,Agent_79,7,6,0,226,48,2025-08-23 07:27:00
INC00553,High,Transaction Mismatch,Amount Mismatch,Mobile App,North,Agent_72,16,1,0,501,24,2025-01-20 16:06:00
INC00554,Low,Chargeback,Customer Dispute,Chat,East,Agent_60,16,5,0,1391,72,2025-07-18 16:48:00
INC00555,Medium,KYC/Documentation,Mismatch Info,Mobile App,North,Agent_93,13,4,0,1784,48,2025-03-27 13:18:00
INC00556,Medium,Payment Failure,Beneficiary Error,Chat,West,Agent_4,3,0,0,546,48,2025-09-14 03:11:00
INC00557,High,Account Access,Password Reset,Chat,South,Agent_92,14,3,0,50,24,2025-04-02 14:37:00
INC00558,Low,Transaction Mismatch,Duplicate Transaction,Email,West,Agent_71,2,3,0,264,72,2025-03-05 02:07:00
INC00559,High,KYC/Documentation,Mismatch Info,Email,South,Agent_23,1,1,0,1189,24,2025-07-14 01:49:00
INC00560,Low,Account Access,MFA Issue,Email,South,Agent_1,13,1,0,318,72,2025-01-27 13:19:00
INC00561,High,KYC/Documentation,Mismatch Info,Mobile App,South,Agent_28,0,6,0,992,24,2025-05-10 00:29:00
INC00562,Low,Delay,Processing Queue,Chat,Central,Agent_81,14,1,0,180,72,2025-09-01 14:26:00
INC00563,Low,Delay,Interbank Delay,Chat,East,Agent_118,1,4,1,4322,72,2025-04-17 01:11:00
INC00564,Medium,Chargeback,Customer Dispute,Email,West,Agent_96,1,5,0,608,48,2025-02-14 01:06:00
INC00565,High,Fraud Detection,Account Takeover,Mobile App,Central,Agent_9,1,5,0,382,24,2025-07-04 01:05:00
INC00566,Low,Account Access,MFA Issue,Email,South,Agent_79,15,5,0,249,72,2025-05-30 15:08:00
INC00567,Medium,Chargeback,Customer Dispute,Chat,West,Agent_78,3,4,0,692,48,2025-01-30 03:36:00
INC00568,High,Chargeback,Merchant Error,Mobile App,Central,Agent_94,8,4,0,436,24,2025-06-12 08:33:00
INC00569,Medium,KYC/Documentation,Missing Documents,Phone,North,Agent_60,15,5,0,2092,48,2025-09-12 15:51:00
INC00570,Medium,Account Access,MFA Issue,Email,North,Agent_82,23,0,0,112,48,2025-03-02 23:54:00
INC00571,Low,Account Access,MFA Issue,Phone,North,Agent_88,22,1,0,405,72,2025-04-14 22:18:00
INC00572,High,Payment Failure,Gateway Error,Chat,West,Agent_118,10,5,0,293,24,2025-06-20 10:25:00
INC00573,Medium,Transaction Mismatch,Missing Transaction,Chat,West,Agent_101,1,0,0,609,48,2025-08-31 01:41:00
INC00574,Medium,Payment Failure,Beneficiary Error,Phone,South,Agent_74,23,4,0,331,48,2025-07-31 23:03:00
INC00575,Low,Fraud Detection,Card Fraud,Email,Central,Agent_78,11,4,0,891,72,2025-06-19 11:04:00
INC00576,Medium,KYC/Documentation,Verification Delay,Phone,East,Agent_53,5,6,0,1473,48,2025-07-19 05:38:00
INC00577,Low,Transaction Mismatch,Duplicate Transaction,Email,North,Agent_48,15,5,1,,72,2025-02-14 15:56:00
INC00578,High,Transaction Mismatch,Amount Mismatch,Email,South,Agent_44,6,1,0,525,24,2025-01-20 06:58:00
INC00579,Low,Transaction Mismatch,Duplicate Transaction,Email,South,Agent_93,23,5,0,685,72,2025-09-05 23:55:00
INC00580,Low,KYC/Documentation,Missing Documents,Phone,East,Agent_60,14,0,0,2438,72,2025-01-19 14:24:00
INC00581,Low,Account Access,MFA Issue,Email,East,Agent_26,3,5,0,255,72,2025-01-24 03:33:00
INC00582,Medium,Transaction Mismatch,Duplicate Transaction,Email,East,Agent_15,9,3,0,915,48,2025-04-09 09:17:00
INC00583,Low,Delay,Processing Queue,Email,East,Agent_74,19,3,0,3110,72,2025-01-08 19:35:00
INC00584,Medium,Payment Failure,Insufficient Funds,Phone,West,Agent_116,5,2,0,291,48,2025-05-06 05:04:00
INC00585,Low,Delay,Interbank Delay,Mobile App,Central,Agent_46,3,0,0,4185,72,2025-01-26 03:24:00
INC00586,High,Account Access,Locked Account,Mobile App,Central,Agent_17,10,1,0,91,24,2025-06-09 10:52:00
INC00587,Medium,Transaction Mismatch,Missing Transaction,Mobile App,South,Agent_29,22,1,0,930,48,2025-02-17 22:29:00
INC00588,Medium,Transaction Mismatch,Amount Mismatch,Chat,West,Agent_63,19,6,0,924,48,2025-03-15 19:16:00
INC00589,High,Transaction Mismatch,Duplicate Transaction,Chat,Central,Agent_74,2,4,0,74,24,2025-01-16 02:30:00
INC00590,Low,KYC/Documentation,Missing Documents,Chat,Central,Agent_60,16,5,0,3640,72,2025-03-07 16:06:00
INC00591,Low,Payment Failure,Beneficiary Error,Phone,East,Agent_27,18,5,0,514,72,2025-07-25 18:26:00
INC00592,Low,Transaction Mismatch,Missing Transaction,Phone,Central,Agent_108,13,6,1,,72,2025-08-09 13:36:00
INC00593,Low,Transaction Mismatch,Missing Transaction,Email,East,Agent_52,3,0,1,,72,2025-09-07 03:37:00
INC00594,Low,KYC/Documentation,Verification Delay,Phone,North,Agent_28,19,3,0,1874,72,2025-02-05 19:06:00
INC00595,High,Payment Failure,Gateway Error,Mobile App,Central,Agent_38,18,4,0,309,24,2025-03-13 18:57:00
INC00596,High,Fraud Detection,Suspicious Login,Chat,West,Agent_92,19,6,0,484,24,2025-07-19 19:36:00
INC00597,Medium,Payment Failure,Beneficiary Error,Chat,North,Agent_48,2,4,0,41,48,2025-06-26 02:37:00
INC00598,Low,KYC/Documentation,Verification Delay,Phone,South,Agent_56,0,2,0,566,72,2025-01-28 00:45:00
INC00599,Medium,Transaction Mismatch,Duplicate Transaction,Email,West,Agent_18,20,1,0,421,48,2025-07-21 20:20:00
INC00600,Low,Chargeback,Merchant Error,Email,South,Agent_2,17,1,0,1905,72,2025-04-07 17:24:00
INC00601,Medium,Account Access,MFA Issue,Email,West,Agent_111,20,4,0,97,48,2025-02-06 20:01:00
INC00602,Medium,Transaction Mismatch,Amount Mismatch,Mobile App,West,Agent_46,22,5,0,646,48,2025-08-22 22:38:00
INC00603,High,Delay,Interbank Delay,Chat,West,Agent_119,5,6,1,1443,24,2025-04-26 05:27:00
INC00604,Low,Transaction Mismatch,Duplicate Transaction,Phone,South,Agent_94,1,1,0,1106,72,2025-07-07 01:02:00
INC00605,Low,Payment Failure,Beneficiary Error,Phone,Central,Agent_103,14,6,0,1104,72,2025-05-24 14:33:00
INC00606,Medium,Transaction Mismatch,Amount Mismatch,Mobile App,Central,Agent_94,19,1,0,190,48,2025-06-09 19:03:00
INC00607,Low,Fraud Detection,Card Fraud,Chat,Central,Agent_34,13,4,0,1214,72,2025-06-19 13:22:00
INC00608,Medium,Delay,Clearing Delay,Phone,East,Agent_63,20,6,0,1461,48,2025-02-01 20:30:00
INC00609,Low,KYC/Documentation,Verification Delay,Chat,East,Agent_2,4,3,0,2664,72,2025-02-12 04:32:00
INC00610,Medium,Payment Failure,Gateway Error,Email,East,Agent_101,19,4,0,329,48,2025-02-27 19:11:00
INC00611,Low,Payment Failure,Gateway Error,Email,Central,Agent_120,15,4,0,276,72,2025-05-01 15:11:00
INC00612,Medium,Account Access,Password Reset,Email,South,Agent_74,15,4,0,327,48,2025-03-20 15:48:00
INC00613,Low,Account Access,Password Reset,Mobile App,East,Agent_61,1,4,0,284,72,2025-06-26 01:41:00
INC00614,Low,Transaction Mismatch,Duplicate Transaction,Phone,East,Agent_119,12,3,0,1114,72,2025-04-30 12:43:00
INC00615,Low,Chargeback,Customer Dispute,Chat,West,Agent_79,12,1,0,1476,72,2025-08-18 12:43:00
INC00616,Medium,KYC/Documentation,Verification Delay,Email,Central,Agent_99,10,2,0,55,48,2025-05-20 10:17:00
INC00617,Low,Account Access,Password Reset,Phone,North,Agent_2,16,4,0,52,72,2025-04-10 16:21:00
INC00618,Low,Account Access,MFA Issue,Email,North,Agent_4,3,3,0,228,72,2025-07-30 03:33:00
INC00619,Critical,KYC/Documentation,Missing Documents,Phone,North,Agent_110,1,1,1,740,4,2025-02-17 01:38:00
INC00620,High,KYC/Documentation,Mismatch Info,Phone,South,Agent_33,12,6,0,1253,24,2025-03-08 12:42:00
INC00621,High,Delay,Interbank Delay,Mobile App,East,Agent_33,14,6,1,1535,24,2025-05-31 14:42:00
INC00622,Low,Delay,Interbank Delay,Chat,South,Agent_57,2,1,0,1853,72,2025-03-24 02:17:00
INC00623,Medium,Payment Failure,Gateway Error,Mobile App,South,Agent_79,15,3,0,143,48,2025-02-05 15:59:00
INC00624,Low,Delay,Clearing Delay,Mobile App,North,Agent_115,14,1,0,2793,72,2025-02-24 14:45:00
INC00625,Medium,Delay,Clearing Delay,Chat,West,Agent_74,4,5,0,1835,48,2025-09-12 04:41:00
INC00626,Medium,Transaction Mismatch,Duplicate Transaction,Phone,Central,Agent_29,16,4,0,752,48,2025-01-02 16:45:00
INC00627,Medium,Account Access,Password Reset,Chat,East,Agent_52,12,4,0,202,48,2025-01-02 12:44:00
INC00628,Low,Transaction Mismatch,Duplicate Transaction,Chat,South,Agent_23,20,3,0,502,72,2025-01-29 20:41:00
INC00629,High,Fraud Detection,Account Takeover,Chat,West,Agent_11,12,2,0,465,24,2025-01-21 12:42:00
INC00630,Medium,Delay,Clearing Delay,Mobile App,West,Agent_9,23,3,0,106,48,2025-08-13 23:12:00
INC00631,Low,KYC/Documentation,Missing Documents,Phone,West,Agent_16,15,6,0,-31,72,2025-06-07 15:34:00
INC00632,High,Transaction Mismatch,Missing Transaction,Email,North,Agent_5,20,6,0,443,24,2025-04-19 20:42:00
INC00633,Low,Transaction Mismatch,Missing Transaction,Email,North,Agent_23,15,5,0,1010,72,2025-03-14 15:41:00
INC00634,Low,Delay,Processing Queue,Phone,North,Agent_64,9,0,0,3473,72,2025-01-26 09:52:00
INC00635,Medium,Transaction Mismatch,Missing Transaction,Email,East,Agent_108,2,3,0,336,48,2025-04-23 02:51:00
INC00636,Low,Transaction Mismatch,Amount Mismatch,Email,East,Agent_71,1,0,0,705,72,2025-04-20 01:37:00
INC00637,Low,Payment Failure,Gateway Error,Mobile App,South,Agent_3,14,3,0,465,72,2025-03-26 14:15:00
INC00638,Medium,Delay,Clearing Delay,Chat,West,Agent_89,2,0,0,1904,48,2025-09-07 02:00:00
INC00639,Medium,Delay,Interbank Delay,Email,Central,Agent_89,22,1,0,2587,48,2025-09-01 22:08:00
INC00640,Medium,Transaction Mismatch,Amount Mismatch,Chat,West,Agent_1,19,1,0,411,48,2025-01-20 19:11:00
INC00641,High,Chargeback,Merchant Error,Email,West,Agent_99,6,4,0,648,24,2025-05-01 06:07:00
INC00642,Medium,Delay,Clearing Delay,Mobile App,South,Agent_21,8,4,0,2147,48,2025-04-17 08:03:00
INC00643,Low,Fraud Detection,Account Takeover,Mobile App,North,Agent_14,1,4,0,112,72,2025-01-23 01:41:00
INC00644,Medium,Account Access,MFA Issue,Email,West,Agent_76,17,1,0,69,48,2025-01-27 17:11:00
INC00645,Low,Account Access,MFA Issue,Email,North,Agent_31,13,1,0,155,72,2025-06-16 13:12:00
INC00646,Medium,Fraud Detection,Account Takeover,Mobile App,South,Agent_28,6,4,0,612,48,2025-07-31 06:24:00
INC00647,Low,Delay,Processing Queue,Chat,South,Agent_43,5,4,0,3281,72,2025-08-21 05:24:00
INC00648,Low,Delay,Clearing Delay,Mobile App,South,Agent_98,1,5,0,2590,72,2025-03-07 01:44:00
INC00649,Critical,Payment Failure,Beneficiary Error,Email,North,Agent_53,7,3,1,316,4,2025-06-25 07:56:00
INC00650,Low,KYC/Documentation,Verification Delay,Email,South,Agent_42,6,1,0,1863,72,2025-09-08 06:37:00
INC00651,High,Chargeback,Customer Dispute,Mobile App,North,Agent_6,18,1,0,917,24,2025-08-11 18:14:00
INC00652,Low,Delay,Processing Queue,Phone,West,Agent_64,23,5,1,5010,72,2025-08-29 23:49:00
INC00653,Medium,Delay,Processing Queue,Chat,East,Agent_31,2,0,1,3188,48,2025-05-04 02:35:00
INC00654,Medium,Transaction Mismatch,Missing Transaction,Phone,West,Agent_60,0,0,0,383,48,2025-02-16 00:30:00
INC00655,Medium,Account Access,MFA Issue,Phone,North,Agent_50,22,3,0,242,48,2025-03-12 22:25:00
INC00656,Medium,Transaction Mismatch,Duplicate Transaction,Email,North,Agent_80,16,5,0,335,48,2025-06-20 16:02:00
INC00657,Low,Payment Failure,Beneficiary Error,Mobile App,East,Agent_60,23,6,0,351,72,2025-06-21 23:59:00
INC00658,Low,Payment Failure,Beneficiary Error,Email,South,Agent_43,11,2,0,347,72,2025-01-21 11:23:00
INC00659,High,Transaction Mismatch,Missing Transaction,Email,East,Agent_46,17,6,0,545,24,2025-05-03 17:07:00
INC00660,Low,Fraud Detection,Card Fraud,Phone,West,Agent_91,16,6,0,936,72,2025-05-17 16:43:00
INC00661,High,Account Access,Locked Account,Phone,South,Agent_115,14,5,0,254,24,2025-05-30 14:39:00
INC00662,Critical,KYC/Documentation,Verification Delay,Email,East,Agent_15,2,6,1,432,4,2025-08-23 02:05:00
INC00663,Low,Fraud Detection,Suspicious Login,Email,West,Agent_45,15,1,1,,72,2025-03-17 15:09:00
INC00664,Low,Delay,Clearing Delay,Email,Central,Agent_83,14,1,0,881,72,2025-08-04 14:47:00
INC00665,Medium,Account Access,MFA Issue,Mobile App,West,Agent_39,13,6,0,240,48,2025-06-21 13:37:00
INC00666,Low,Fraud Detection,Account Takeover,Phone,South,Agent_46,9,0,0,1022,72,2025-03-09 09:10:00
INC00667,Low,Chargeback,Merchant Error,Email,South,Agent_31,14,1,0,662,72,2025-05-26 14:10:00
INC00668,Low,Delay,Interbank Delay,Phone,East,Agent_45,1,6,0,1616,72,2025-03-01 01:20:00
INC00669,Low,Chargeback,Merchant Error,Mobile App,South,Agent_59,11,1,0,1316,72,2025-03-17 11:28:00
INC00670,Low,Payment Failure,Beneficiary Error,Mobile App,East,Agent_97,4,5,0,581,72,2025-06-13 04:00:00
INC00671,Medium,Chargeback,Merchant Error,Phone,South,Agent_87,18,1,0,988,48,2025-03-17 18:46:00
INC00672,Medium,Payment Failure,Gateway Error,Phone,Central,Agent_83,9,6,0,474,48,2025-03-01 09:01:00
INC00673,Low,Account Access,MFA Issue,Mobile App,North,Agent_66,18,4,0,198,72,2025-04-10 18:33:00
INC00674,High,Payment Failure,Beneficiary Error,Chat,West,Agent_19,6,1,0,357,24,2025-07-21 06:31:00
INC00675,Low,Delay,Interbank Delay,Phone,South,Agent_94,11,4,0,1626,72,2025-08-07 11:24:00
INC00676,High,Transaction Mismatch,Amount Mismatch,Mobile App,South,Agent_107,23,6,0,856,24,2025-08-16 23:26:00
INC00677,Critical,Transaction Mismatch,Missing Transaction,Mobile App,North,Agent_1,4,5,0,86,4,2025-02-14 04:13:00
INC00678,Medium,Transaction Mismatch,Missing Transaction,Email,South,Agent_24,20,2,0,479,48,2025-07-29 20:58:00
INC00679,High,Delay,Interbank Delay,Mobile App,South,Agent_4,9,2,0,1150,24,2025-07-15 09:35:00
INC00680,Low,Chargeback,Merchant Error,Chat,West,Agent_23,4,4,0,524,72,2025-01-02 04:16:00
INC00681,Medium,Delay,Interbank Delay,Chat,Central,Agent_62,22,2,0,1370,48,2025-09-09 22:41:00
INC00682,High,Transaction Mismatch,Missing Transaction,Phone,East,Agent_21,8,2,0,469,24,2025-08-12 08:40:00
INC00683,Low,KYC/Documentation,Missing Documents,Chat,West,Agent_82,4,4,0,387,72,2025-01-30 04:20:00
INC00684,Medium,Payment Failure,Gateway Error,Email,North,Agent_77,1,3,0,505,48,2025-07-02 01:18:00
INC00685,High,Transaction Mismatch,Missing Transaction,Chat,North,Agent_69,17,4,0,416,24,2025-03-27 17:20:00
INC00686,High,Payment Failure,Insufficient Funds,Email,North,Agent_28,4,1,0,257,24,2025-06-30 04:00:00
INC00687,Medium,Fraud Detection,Suspicious Login,Phone,West,Agent_59,16,5,0,465,48,2025-03-21 16:14:00
INC00688,Low,Chargeback,Merchant Error,Chat,South,Agent_105,3,0,1,,72,2025-02-09 03:52:00
INC00689,Medium,Chargeback,Customer Dispute,Phone,South,Agent_17,19,5,0,216,48,2025-08-15 19:33:00
INC00690,Critical,Delay,Clearing Delay,Phone,North,Agent_3,22,5,1,751,4,2025-03-14 22:14:00
INC00691,Medium,Delay,Processing Queue,Phone,East,Agent_6,13,5,1,3644,48,2025-09-05 13:02:00
INC00692,High,Account Access,Password Reset,Email,South,Agent_86,9,1,0,65,24,2025-02-03 09:42:00
INC00693,High,KYC/Documentation,Verification Delay,Email,Central,Agent_100,0,0,0,709,24,2025-06-29 00:05:00
INC00694,High,Delay,Processing Queue,Email,East,Agent_22,16,0,1,2167,24,2025-05-04 16:36:00
INC00695,High,Fraud Detection,Suspicious Login,Email,West,Agent_87,23,5,0,337,24,2025-01-03 23:06:00
INC00696,Low,Chargeback,Merchant Error,Phone,East,Agent_16,5,1,0,1504,72,2025-02-24 05:53:00
INC00697,Medium,Transaction Mismatch,Duplicate Transaction,Phone,North,Agent_42,3,3,0,565,48,2025-08-27 03:33:00
INC00698,Low,Transaction Mismatch,Missing Transaction,Mobile App,South,Agent_71,3,3,1,,72,2025-09-10 03:24:00
INC00699,High,Fraud Detection,Card Fraud,Chat,South,Agent_2,9,1,0,609,24,2025-07-28 09:54:00
INC00700,Medium,Transaction Mismatch,Missing Transaction,Mobile App,West,Agent_89,21,2,0,404,48,2025-09-09 21:06:00
INC00701,Low,Chargeback,Customer Dispute,Email,Central,Agent_109,23,6,0,635,72,2025-02-22 23:59:00
INC00702,Low,Transaction Mismatch,Duplicate Transaction,Chat,West,Agent_46,3,6,0,1186,72,2025-07-26 03:14:00
INC00703,Low,Chargeback,Merchant Error,Phone,East,Agent_63,21,1,0,941,72,2025-09-01 21:38:00
INC00704,Low,Delay,Processing Queue,Phone,South,Agent_49,7,5,0,-28,72,2025-09-12 07:40:00
INC00705,Medium,Payment Failure,Gateway Error,Mobile App,West,Agent_26,4,2,0,374,48,2025-06-17 04:19:00
INC00706,Low,Payment Failure,Beneficiary Error,Phone,North,Agent_56,21,6,0,769,72,2025-05-31 21:31:00
INC00707,Medium,KYC/Documentation,Verification Delay,Chat,South,Agent_63,12,0,0,702,48,2025-03-02 12:28:00
INC00708,Medium,Transaction Mismatch,Amount Mismatch,Mobile App,West,Agent_72,4,6,0,646,48,2025-08-09 04:19:00
INC00709,Critical,Fraud Detection,Suspicious Login,Chat,East,Agent_42,16,6,1,,4,2025-03-22 16:03:00
INC00710,Low,Delay,Interbank Delay,Phone,East,Agent_49,0,6,0,2171,72,2025-02-01 00:37:00
INC00711,Medium,Transaction Mismatch,Amount Mismatch,Chat,Central,Agent_11,13,3,0,222,48,2025-02-19 13:22:00
INC00712,Low,Delay,Processing Queue,Mobile App,Central,Agent_66,9,1,0,1291,72,2025-02-03 09:07:00
INC00713,Critical,Transaction Mismatch,Amount Mismatch,Mobile App,East,Agent_74,8,1,1,267,4,2025-08-04 08:01:00
INC00714,Medium,Account Access,MFA Issue,Chat,South,Agent_79,15,4,0,316,48,2025-02-20 15:06:00
INC00715,High,Transaction Mismatch,Amount Mismatch,Chat,East,Agent_7,11,2,0,335,24,2025-06-03 11:27:00
INC00716,Critical,Fraud Detection,Suspicious Login,Phone,Central,Agent_44,18,1,0,200,4,2025-06-02 18:25:00
INC00717,Low,Payment Failure,Insufficient Funds,Chat,Central,Agent_103,2,2,0,458,72,2025-05-20 02:36:00
INC00718,Medium,Transaction Mismatch,Duplicate Transaction,Mobile App,Central,Agent_24,13,2,0,633,48,2025-06-03 13:42:00
INC00719,Medium,KYC/Documentation,Mismatch Info,Mobile App,East,Agent_120,20,5,0,405,48,2025-01-10 20:45:00
INC00720,Low,Delay,Clearing Delay,Email,East,Agent_109,18,1,0,3747,72,2025-08-11 18:46:00
INC00721,Medium,KYC/Documentation,Missing Documents,Chat,East,Agent_83,13,1,0,2374,48,2025-08-11 13:20:00
INC00722,Low,Fraud Detection,Card Fraud,Email,East,Agent_60,8,1,0,1336,72,2025-03-24 08:43:00
INC00723,Low,Payment Failure,Gateway Error,Phone,East,Agent_102,17,6,0,338,72,2025-09-06 17:27:00
INC00724,Critical,Payment Failure,Gateway Error,Phone,North,Agent_111,21,5,0,178,4,2025-05-23 21:35:00
INC00725,High,KYC/Documentation,Verification Delay,Phone,West,Agent_108,10,3,0,1438,24,2025-02-12 10:38:00
INC00726,Medium,Account Access,Password Reset,Chat,West,Agent_114,7,4,0,277,48,2025-03-13 07:07:00
INC00727,Low,Account Access,MFA Issue,Mobile App,South,Agent_120,7,0,0,263,72,2025-02-16 07:38:00
INC00728,Medium,Delay,Interbank Delay,Phone,West,Agent_69,6,2,0,2214,48,2025-08-05 06:09:00
INC00729,Medium,Payment Failure,Insufficient Funds,Email,East,Agent_61,22,5,0,583,48,2025-07-11 22:07:00
INC00730,High,Chargeback,Customer Dispute,Phone,South,Agent_33,9,2,0,623,24,2025-07-08 09:01:00
INC00731,Low,Transaction Mismatch,Missing Transaction,Mobile App,West,Agent_2,9,3,0,478,72,2025-07-16 09:40:00
INC00732,Low,Chargeback,Customer Dispute,Email,West,Agent_81,8,1,0,693,72,2025-07-21 08:19:00
INC00733,High,Delay,Clearing Delay,Mobile App,West,Agent_119,20,4,1,1483,24,2025-06-12 20:26:00
INC00734,High,KYC/Documentation,Missing Documents,Phone,East,Agent_54,22,5,0,803,24,2025-06-20 22:27:00
INC00735,Medium,Account Access,Locked Account,Email,North,Agent_52,14,2,0,179,48,2025-06-17 14:44:00
INC00736,Low,Payment Failure,Gateway Error,Email,Central,Agent_88,20,0,0,487,72,2025-04-13 20:19:00
INC00737,Low,KYC/Documentation,Missing Documents,Chat,East,Agent_26,10,3,0,2859,72,2025-07-30 10:28:00
INC00738,High,Transaction Mismatch,Duplicate Transaction,Email,North,Agent_3,13,4,0,476,24,2025-02-13 13:23:00
INC00739,Low,Fraud Detection,Card Fraud,Chat,South,Agent_12,2,1,0,865,72,2025-04-28 02:29:00
INC00740,Medium,Delay,Processing Queue,Mobile App,West,Agent_16,5,2,0,1499,48,2025-07-08 05:36:00
INC00741,Low,Chargeback,Merchant Error,Email,West,Agent_110,22,5,0,1963,72,2025-04-25 22:13:00
INC00742,Low,Fraud Detection,Suspicious Login,Email,North,Agent_38,19,3,0,609,72,2025-04-16 19:13:00
INC00743,Medium,KYC/Documentation,Verification Delay,Phone,North,Agent_61,7,4,0,286,48,2025-05-15 07:39:00
INC00744,Low,Account Access,Locked Account,Chat,North,Agent_13,10,1,0,216,72,2025-03-10 10:44:00
