inquiry_id,client_id,created_at,resolved_at,resolution_minutes,issue_category,issue_subcategory,priority,sla_hours,resolved_within_sla,satisfaction_score,channel,region,handled_by
INC00768,C1014,7/4/2025 22:43,7/5/2025 2:34,231,Account Access,MFA Issue,Low,72,TRUE,4,Email,North,Agent_105
INC00769,C1247,1/9/2025 22:12,1/11/2025 17:51,2619,Delay,Interbank Delay,Medium,48,TRUE,2,Mobile App,Central,Agent_25
INC00770,C1924,2/14/2025 9:49,2/16/2025 6:08,2659,Delay,Interbank Delay,Low,72,TRUE,3,Email,West,Agent_63
INC00771,C1853,8/30/2025 0:55,8/30/2025 12:59,724,Payment Failure,Gateway Error,Low,72,TRUE,5,Mobile App,North,Agent_43
INC00772,C1592,1/5/2025 3:40,1/5/2025 6:28,168,Account Access,MFA Issue,High,24,TRUE,5,Chat,North,Agent_63
INC00773,C1499,7/24/2025 15:32,7/24/2025 19:42,250,Account Access,Locked Account,High,24,TRUE,5,Email,North,Agent_68
INC00774,C1910,1/10/2025 13:36,1/10/2025 14:57,81,Payment Failure,Insufficient Funds,High,24,TRUE,5,Mobile App,North,Agent_64
INC00775,C1352,6/27/2025 14:44,6/28/2025 4:33,829,Delay,Interbank Delay,Medium,48,TRUE,4,Mobile App,South,Agent_65
INC00776,C1672,4/23/2025 18:58,4/23/2025 22:47,229,Transaction Mismatch,Missing Transaction,High,24,TRUE,5,Mobile App,South,Agent_114
INC00777,C1994,5/31/2025 23:45,6/1/2025 4:40,295,Chargeback,Merchant Error,High,24,TRUE,5,Email,Central,Agent_27
INC00778,C1620,5/25/2025 22:47,5/26/2025 1:28,161,Account Access,Password Reset,Low,72,TRUE,5,Mobile App,North,Agent_102
INC00779,C1902,8/1/2025 15:19,8/1/2025 17:10,111,Fraud Detection,Card Fraud,Critical,4,TRUE,4,Chat,East,Agent_87
INC00780,C1440,3/23/2025 5:52,3/24/2025 2:06,1214,KYC/Documentation,Missing Documents,High,24,TRUE,2,Phone,Central,Agent_30
INC00781,C1047,3/3/2025 17:14,3/4/2025 2:53,579,Fraud Detection,Account Takeover,High,24,TRUE,3,Chat,South,Agent_110
INC00782,C1113,2/23/2025 22:03,2/24/2025 7:00,537,Chargeback,Merchant Error,Critical,4,FALSE,1,Phone,Central,Agent_79
INC00783,C1932,2/22/2025 17:02,2/23/2025 20:21,1639,Delay,Processing Queue,Low,72,TRUE,4,Chat,South,Agent_94
INC00784,C1662,5/30/2025 22:28,5/31/2025 1:06,158,Payment Failure,Beneficiary Error,High,24,TRUE,,Chat,East,Agent_105
INC00785,C1251,3/12/2025 3:54,3/12/2025 4:39,45,Transaction Mismatch,Duplicate Transaction,High,24,TRUE,5,Mobile App,East,Agent_37
INC00786,C1251,3/29/2025 2:17,3/29/2025 6:16,239,Account Access,MFA Issue,Low,72,TRUE,5,Email,Central,Agent_54
INC00787,C1528,4/27/2025 4:51,4/27/2025 18:19,808,Transaction Mismatch,Duplicate Transaction,High,24,TRUE,3,Chat,North,Agent_57
INC00788,C1411,3/16/2025 0:45,3/16/2025 10:02,557,Payment Failure,Gateway Error,Low,72,TRUE,5,Email,West,Agent_8
INC00789,C1730,7/21/2025 1:42,7/21/2025 7:04,322,Payment Failure,Beneficiary Error,Low,72,TRUE,5,Chat,West,Agent_52
INC00790,C1540,6/5/2025 23:47,6/6/2025 20:08,1221,KYC/Documentation,Missing Documents,High,24,TRUE,2,Email,West,Agent_58
INC00791,C1831,4/16/2025 17:39,4/17/2025 3:34,595,Payment Failure,Insufficient Funds,Medium,48,TRUE,5,Mobile App,South,Agent_113
INC00792,C1900,6/4/2025 2:02,,,Transaction Mismatch,Missing Transaction,Medium,48,FALSE,,Email,Central,Agent_70
INC00793,C1163,5/26/2025 6:05,5/27/2025 1:06,1141,Payment Failure,Beneficiary Error,Low,72,TRUE,4,Phone,North,Agent_114
INC00794,C1113,5/13/2025 7:53,,,Transaction Mismatch,Duplicate Transaction,Critical,4,FALSE,,Phone,East,Agent_34
INC00795,C1754,7/1/2025 3:03,7/1/2025 6:45,222,Account Access,Password Reset,Medium,48,TRUE,5,Phone,West,Agent_44
INC00796,C1609,5/1/2025 23:37,5/2/2025 5:58,381,Account Access,Locked Account,Medium,48,TRUE,5,Email,East,Agent_39
INC00797,C1532,5/26/2025 21:50,5/26/2025 23:27,97,Account Access,Locked Account,Low,72,TRUE,5,Email,North,Agent_42
INC00798,C1094,4/9/2025 11:29,4/10/2025 5:41,1092,Delay,Interbank Delay,High,24,TRUE,2,Phone,West,Agent_114
INC00799,C1572,3/8/2025 15:13,3/9/2025 22:04,1851,Delay,Processing Queue,Medium,48,TRUE,3,Mobile App,East,Agent_75
INC00800,C1843,9/13/2025 20:27,9/13/2025 23:16,169,Account Access,MFA Issue,Medium,48,TRUE,4,Email,South,Agent_65
INC00801,C1120,3/7/2025 15:45,3/8/2025 13:53,1328,Delay,Processing Queue,Medium,48,TRUE,4,Email,West,Agent_61
INC00802,C1112,1/17/2025 23:10,1/18/2025 8:44,574,Transaction Mismatch,Amount Mismatch,Medium,48,TRUE,5,Phone,East,Agent_74
INC00803,C1301,5/29/2025 1:33,5/29/2025 7:58,385,Delay,Interbank Delay,Critical,4,FALSE,,Mobile App,North,Agent_102
INC00804,C1187,3/15/2025 4:50,3/15/2025 7:01,131,Transaction Mismatch,Duplicate Transaction,High,24,TRUE,5,Mobile App,North,Agent_16
INC00805,C1463,6/28/2025 2:55,,,Transaction Mismatch,Missing Transaction,Low,72,FALSE,,Chat,West,Agent_61
INC00806,C1887,3/9/2025 4:32,3/9/2025 16:02,690,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Chat,North,Agent_103
INC00807,C1911,7/29/2025 12:14,7/30/2025 3:41,927,Transaction Mismatch,Missing Transaction,Low,72,TRUE,5,Mobile App,East,Agent_83
INC00808,C1126,2/15/2025 5:45,2/15/2025 20:40,895,Payment Failure,Beneficiary Error,Low,72,TRUE,5,Phone,South,Agent_80
INC00809,C1674,1/28/2025 18:33,1/28/2025 18:38,5,Account Access,Locked Account,High,24,TRUE,5,Email,North,Agent_36
INC00810,C1546,4/16/2025 7:53,4/17/2025 11:00,1627,KYC/Documentation,Mismatch Info,Medium,48,TRUE,3,Chat,West,Agent_76
INC00811,C1880,1/24/2025 15:55,1/26/2025 20:01,3126,Delay,Interbank Delay,Low,72,TRUE,3,Chat,West,Agent_33
INC00812,C1091,2/16/2025 3:06,2/18/2025 7:16,3130,Delay,Clearing Delay,Low,72,TRUE,3,Email,East,Agent_53
INC00813,C1101,3/28/2025 1:39,3/28/2025 16:36,897,Fraud Detection,Suspicious Login,Low,72,TRUE,5,Chat,South,Agent_53
INC00814,C1611,6/15/2025 8:24,6/16/2025 0:41,977,KYC/Documentation,Missing Documents,Low,72,TRUE,5,Email,West,Agent_66
INC00815,C1029,7/17/2025 3:17,7/17/2025 15:44,747,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,3,Mobile App,South,Agent_117
INC00816,C1804,1/10/2025 8:35,1/10/2025 11:38,183,Account Access,Password Reset,High,24,TRUE,5,Email,East,Agent_73
INC00817,C1382,7/28/2025 14:05,7/28/2025 19:07,302,Payment Failure,Gateway Error,High,24,TRUE,5,Email,South,Agent_69
INC00818,C1296,8/5/2025 17:28,8/6/2025 6:47,799,Delay,Interbank Delay,Critical,4,FALSE,1,Email,North,Agent_8
INC00819,C1647,9/4/2025 8:38,9/4/2025 15:28,410,KYC/Documentation,Verification Delay,Critical,4,FALSE,1,Email,Central,Agent_108
INC00820,C1715,5/25/2025 1:10,5/25/2025 7:03,353,Payment Failure,Gateway Error,Low,72,TRUE,5,Phone,South,Agent_93
INC00821,C1650,5/24/2025 13:13,5/24/2025 18:24,311,Payment Failure,Insufficient Funds,High,24,TRUE,5,Chat,West,Agent_35
INC00822,C1708,5/6/2025 21:20,5/7/2025 20:54,1414,Fraud Detection,Suspicious Login,Low,72,TRUE,3,Email,North,Agent_78
INC00823,C1720,9/1/2025 0:57,9/1/2025 4:35,218,Account Access,MFA Issue,Medium,48,TRUE,,Mobile App,West,Agent_69
INC00824,C1361,2/11/2025 20:41,2/12/2025 2:25,344,Payment Failure,Beneficiary Error,Medium,48,TRUE,5,Mobile App,Central,Agent_46
INC00825,C1958,7/18/2025 5:53,7/19/2025 12:31,1838,KYC/Documentation,Missing Documents,Low,72,TRUE,4,Email,West,Agent_2
INC00826,C1835,4/24/2025 23:01,4/25/2025 18:53,1192,Fraud Detection,Suspicious Login,Low,72,TRUE,4,Chat,South,Agent_30
INC00827,C1007,9/10/2025 11:02,9/10/2025 21:56,654,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,5,Email,West,Agent_15
INC00828,C1579,5/23/2025 18:32,,,Delay,Clearing Delay,Medium,48,FALSE,,Email,North,Agent_76
INC00829,C1902,3/7/2025 23:04,,,Fraud Detection,Suspicious Login,High,24,FALSE,,Chat,South,Agent_109
INC00830,C1002,1/12/2025 22:43,1/13/2025 4:02,319,Payment Failure,Beneficiary Error,Medium,48,TRUE,5,Mobile App,North,Agent_110
INC00831,C1370,6/15/2025 13:54,6/16/2025 6:24,990,Fraud Detection,Suspicious Login,Medium,48,TRUE,,Phone,South,Agent_7
INC00832,C1901,5/23/2025 13:34,5/23/2025 17:01,207,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,5,Phone,South,Agent_89
INC00833,C1640,8/5/2025 2:58,8/6/2025 3:40,1482,Fraud Detection,Account Takeover,Low,72,TRUE,4,Phone,North,Agent_62
INC00834,C1110,8/10/2025 0:37,8/10/2025 7:42,425,Payment Failure,Insufficient Funds,High,24,TRUE,4,Mobile App,South,Agent_44
INC00835,C1449,1/28/2025 10:33,1/29/2025 1:22,889,Fraud Detection,Card Fraud,High,24,TRUE,3,Phone,West,Agent_75
INC00836,C1066,3/5/2025 2:03,3/5/2025 19:49,1066,Delay,Interbank Delay,High,24,TRUE,3,Email,North,Agent_118
INC00837,C1572,8/15/2025 1:19,8/15/2025 2:32,73,Payment Failure,Gateway Error,Low,72,TRUE,5,Phone,East,Agent_109
INC00838,C1675,7/15/2025 12:06,7/15/2025 15:56,230,Account Access,Password Reset,High,24,TRUE,5,Phone,West,Agent_50
INC00839,C1801,8/26/2025 13:56,8/26/2025 20:38,402,Payment Failure,Insufficient Funds,Medium,48,TRUE,5,Phone,West,Agent_67
INC00840,C1808,6/18/2025 18:12,6/19/2025 15:55,1303,Delay,Processing Queue,Medium,48,TRUE,4,Email,Central,Agent_17
INC00841,C1816,5/12/2025 11:26,5/12/2025 15:41,255,Account Access,MFA Issue,Low,72,TRUE,5,Phone,North,Agent_17
INC00842,C1554,6/9/2025 18:27,6/11/2025 0:54,1827,Chargeback,Merchant Error,Low,72,TRUE,4,Email,South,Agent_61
INC00843,C1694,6/8/2025 19:21,6/9/2025 3:33,492,Transaction Mismatch,Amount Mismatch,Medium,48,TRUE,5,Email,North,Agent_31
INC00844,C1349,1/28/2025 13:22,,,Chargeback,Customer Dispute,High,24,FALSE,,Email,West,Agent_89
INC00845,C1306,8/28/2025 19:44,8/29/2025 6:25,641,KYC/Documentation,Mismatch Info,Critical,4,FALSE,1,Mobile App,East,Agent_21
INC00846,C1654,2/23/2025 14:56,2/26/2025 1:53,3537,KYC/Documentation,Verification Delay,Low,72,TRUE,2,Email,South,Agent_60
INC00847,C1210,4/20/2025 7:30,4/20/2025 8:43,73,Account Access,MFA Issue,High,24,TRUE,5,Mobile App,South,Agent_106
INC00848,C1450,1/4/2025 11:00,1/4/2025 21:21,621,Transaction Mismatch,Missing Transaction,Low,72,TRUE,5,Email,Central,Agent_117
INC00849,C1736,7/4/2025 1:01,7/4/2025 10:04,543,Fraud Detection,Card Fraud,Low,72,TRUE,5,Email,East,Agent_109
INC00850,C1851,5/6/2025 5:12,5/6/2025 23:43,1111,Delay,Interbank Delay,High,24,TRUE,2,Email,West,Agent_84
INC00851,C1676,2/26/2025 10:59,2/26/2025 22:34,695,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,5,Email,Central,Agent_103
INC00852,C1545,8/11/2025 22:04,8/12/2025 21:06,1382,Delay,Clearing Delay,High,24,TRUE,,Mobile App,East,Agent_41
INC00853,C1548,8/8/2025 20:15,8/10/2025 8:40,2185,Delay,Processing Queue,Medium,48,TRUE,2,Chat,South,Agent_42
INC00854,C1907,5/7/2025 1:40,5/7/2025 13:01,681,Fraud Detection,Card Fraud,High,24,TRUE,3,Mobile App,South,Agent_94
INC00855,C1903,2/11/2025 15:50,2/11/2025 22:31,401,Payment Failure,Gateway Error,Medium,48,TRUE,5,Chat,West,Agent_67
INC00856,C1485,8/26/2025 5:20,8/26/2025 11:26,366,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,4,Chat,Central,Agent_52
INC00857,C1435,1/19/2025 6:14,1/19/2025 19:36,802,Fraud Detection,Card Fraud,Low,72,TRUE,5,Mobile App,Central,Agent_21
INC00858,C1360,7/11/2025 8:35,7/13/2025 1:20,2445,Delay,Clearing Delay,Low,72,TRUE,3,Email,Central,Agent_6
INC00859,C1823,8/27/2025 16:39,8/27/2025 20:24,225,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Mobile App,East,Agent_35
INC00860,C1084,7/15/2025 0:11,7/15/2025 10:12,601,Fraud Detection,Suspicious Login,Low,72,TRUE,4,Chat,Central,Agent_66
INC00861,C1205,2/10/2025 8:59,2/12/2025 20:41,3582,Delay,Clearing Delay,Low,72,TRUE,2,Chat,South,Agent_87
INC00862,C1722,6/18/2025 8:19,6/18/2025 20:14,715,KYC/Documentation,Mismatch Info,High,24,TRUE,4,Email,Central,Agent_117
INC00863,C1968,5/14/2025 0:49,5/14/2025 10:32,583,Fraud Detection,Account Takeover,High,24,TRUE,4,Mobile App,Central,Agent_97
INC00864,C1232,1/7/2025 15:41,1/7/2025 16:32,51,Chargeback,Customer Dispute,High,24,TRUE,5,Email,West,Agent_30
INC00865,C1439,8/28/2025 23:52,8/29/2025 11:05,673,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,5,Mobile App,South,Agent_57
INC00866,C1009,8/19/2025 17:01,8/20/2025 0:11,430,Delay,Clearing Delay,Low,72,TRUE,,Mobile App,East,Agent_44
INC00867,C1601,4/26/2025 13:27,4/26/2025 14:38,71,Account Access,Locked Account,Medium,48,TRUE,5,Phone,Central,Agent_101
INC00868,C1887,1/17/2025 4:09,1/17/2025 5:50,101,Payment Failure,Beneficiary Error,High,24,TRUE,5,Mobile App,West,Agent_27
INC00869,C1654,7/20/2025 2:34,7/21/2025 3:39,1505,Fraud Detection,Card Fraud,Low,72,TRUE,4,Chat,North,Agent_22
INC00870,C1191,2/23/2025 21:35,2/25/2025 4:44,1869,Delay,Processing Queue,Medium,48,TRUE,3,Email,North,Agent_117
INC00871,C1377,7/17/2025 9:13,7/17/2025 8:42,-31,Fraud Detection,Suspicious Login,Low,72,TRUE,5,Phone,South,Agent_42
INC00872,C1398,7/30/2025 12:10,7/30/2025 19:24,434,Delay,Interbank Delay,Medium,48,TRUE,5,Email,South,Agent_112
INC00873,C1961,4/16/2025 9:27,4/16/2025 13:09,222,Account Access,MFA Issue,Low,72,TRUE,5,Chat,Central,Agent_26
INC00874,C1065,9/15/2025 22:43,9/16/2025 3:08,265,Fraud Detection,Card Fraud,Critical,4,FALSE,1,Mobile App,Central,Agent_104
INC00875,C1040,5/7/2025 16:21,5/7/2025 19:43,202,Payment Failure,Insufficient Funds,Medium,48,TRUE,5,Phone,East,Agent_83
INC00876,C1829,8/22/2025 11:44,8/22/2025 18:13,389,Account Access,MFA Issue,Low,72,TRUE,5,Email,West,Agent_32
INC00877,C1097,4/2/2025 19:46,4/3/2025 3:43,477,Transaction Mismatch,Missing Transaction,Low,72,TRUE,5,Mobile App,North,Agent_31
INC00878,C1743,3/22/2025 8:56,3/22/2025 13:08,252,Payment Failure,Beneficiary Error,High,24,TRUE,5,Email,West,Agent_53
INC00879,C1258,3/4/2025 11:04,3/5/2025 11:30,1466,Delay,Interbank Delay,Medium,48,TRUE,2,Email,Central,Agent_6
INC00880,C1763,8/25/2025 0:04,8/25/2025 1:31,87,Account Access,Locked Account,Medium,48,TRUE,5,Mobile App,South,Agent_51
INC00881,C1475,1/20/2025 0:16,1/20/2025 6:13,357,Account Access,Password Reset,Low,72,TRUE,5,Mobile App,West,Agent_9
INC00882,C1285,2/12/2025 17:42,2/12/2025 21:43,241,Account Access,MFA Issue,Low,72,TRUE,4,Email,South,Agent_108
INC00883,C1079,1/10/2025 19:06,1/11/2025 6:17,671,Fraud Detection,Suspicious Login,Medium,48,TRUE,5,Phone,East,Agent_20
INC00884,C1713,8/14/2025 11:11,8/14/2025 14:26,195,Account Access,Locked Account,Medium,48,TRUE,4,Phone,Central,Agent_83
INC00885,C1790,2/22/2025 12:44,,,Transaction Mismatch,Missing Transaction,Low,72,FALSE,,Mobile App,South,Agent_119
INC00886,C1345,5/8/2025 11:58,5/8/2025 20:52,534,Fraud Detection,Card Fraud,Medium,48,TRUE,5,Email,North,Agent_29
INC00887,C1334,2/19/2025 21:10,2/21/2025 4:35,1885,Delay,Interbank Delay,Medium,48,TRUE,3,Chat,Central,Agent_81
INC00888,C1108,4/8/2025 19:13,4/9/2025 5:57,644,Payment Failure,Insufficient Funds,Low,72,TRUE,5,Chat,East,Agent_23
INC00889,C1673,1/8/2025 12:41,1/10/2025 11:31,2810,Delay,Clearing Delay,Medium,48,TRUE,,Chat,Central,Agent_48
INC00890,C1729,1/23/2025 2:56,1/23/2025 8:54,358,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,5,Email,East,Agent_13
INC00891,C1650,6/16/2025 20:44,6/17/2025 0:37,233,Account Access,Locked Account,Low,72,TRUE,4,Chat,West,Agent_9
INC00892,C1759,6/21/2025 0:38,,,Payment Failure,Insufficient Funds,Medium,48,FALSE,,Email,Central,Agent_76
INC00893,C1438,1/7/2025 7:01,1/7/2025 9:24,143,Account Access,Password Reset,Low,72,TRUE,4,Email,Central,Agent_11
INC00894,C1038,1/31/2025 4:23,2/1/2025 10:03,1780,Fraud Detection,Card Fraud,Low,72,TRUE,3,Email,Central,Agent_57
INC00895,C1663,6/18/2025 4:17,6/18/2025 8:37,260,Payment Failure,Gateway Error,Medium,48,TRUE,5,Chat,North,Agent_30
INC00896,C1703,6/19/2025 10:15,6/19/2025 14:24,249,Payment Failure,Beneficiary Error,Critical,4,FALSE,1,Email,Central,Agent_112
INC00897,C1071,7/15/2025 16:20,7/16/2025 2:12,592,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,5,Email,North,Agent_82
INC00898,C1209,3/14/2025 6:08,3/15/2025 9:51,1663,Delay,Processing Queue,High,24,FALSE,1,Email,Central,Agent_11
INC00899,C1620,8/7/2025 23:29,8/9/2025 22:26,2817,Delay,Clearing Delay,Low,72,TRUE,3,Email,East,Agent_37
INC00900,C1995,8/18/2025 20:12,,,KYC/Documentation,Verification Delay,Low,72,FALSE,,Chat,West,Agent_49
INC00901,C1839,3/27/2025 15:28,3/27/2025 20:20,292,Payment Failure,Beneficiary Error,Medium,48,TRUE,5,Mobile App,North,Agent_98
INC00902,C1566,7/15/2025 13:54,7/15/2025 15:48,114,Account Access,MFA Issue,Medium,48,TRUE,5,Email,East,Agent_49
INC00903,C1139,8/26/2025 9:29,8/26/2025 14:20,291,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,4,Mobile App,South,Agent_20
INC00904,C1947,4/8/2025 0:00,4/8/2025 11:47,707,Payment Failure,Beneficiary Error,Low,72,TRUE,5,Mobile App,West,Agent_96
INC00905,C1039,7/11/2025 12:31,7/11/2025 20:31,480,Payment Failure,Beneficiary Error,Low,72,TRUE,5,Phone,West,Agent_120
INC00906,C1650,3/25/2025 6:48,3/25/2025 18:30,702,Chargeback,Merchant Error,Medium,48,TRUE,5,Chat,North,Agent_84
INC00907,C1646,7/17/2025 13:47,7/17/2025 23:33,586,Fraud Detection,Card Fraud,High,24,TRUE,4,Phone,South,Agent_34
INC00908,C1165,8/22/2025 21:09,8/23/2025 2:26,317,Fraud Detection,Suspicious Login,Critical,4,FALSE,2,Phone,North,Agent_99
INC00909,C1082,2/17/2025 20:45,2/18/2025 7:55,670,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,5,Email,West,Agent_22
INC00910,C1600,8/7/2025 8:44,8/7/2025 9:36,52,Payment Failure,Beneficiary Error,Medium,48,TRUE,5,Chat,West,Agent_97
INC00911,C1766,2/15/2025 3:40,2/15/2025 4:32,52,Account Access,MFA Issue,High,24,TRUE,5,Email,West,Agent_90
INC00912,C1427,6/7/2025 0:10,6/8/2025 0:37,1467,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,4,Mobile App,East,Agent_94
INC00913,C1514,8/9/2025 5:11,8/9/2025 13:45,514,Fraud Detection,Card Fraud,Low,72,TRUE,5,Phone,West,Agent_73
INC00914,C1892,4/19/2025 5:12,4/19/2025 10:07,295,Account Access,Password Reset,Low,72,TRUE,5,Mobile App,West,Agent_81
INC00915,C1350,2/25/2025 20:10,2/25/2025 20:46,36,Fraud Detection,Account Takeover,Low,72,TRUE,5,Phone,Central,Agent_31
INC00916,C1681,9/2/2025 15:43,9/4/2025 17:48,3005,Delay,Clearing Delay,Low,72,TRUE,2,Phone,North,Agent_28
INC00917,C1775,1/4/2025 12:38,1/5/2025 1:52,794,Chargeback,Merchant Error,High,24,TRUE,3,Chat,Central,Agent_55
INC00918,C1369,6/22/2025 11:43,6/22/2025 20:36,533,Transaction Mismatch,Duplicate Transaction,High,24,TRUE,4,Mobile App,West,Agent_79
INC00919,C1411,1/30/2025 11:55,1/31/2025 22:40,2085,KYC/Documentation,Missing Documents,Medium,48,TRUE,2,Email,North,Agent_78
INC00920,C1702,3/4/2025 16:17,3/4/2025 21:20,303,Account Access,Password Reset,Low,72,TRUE,4,Mobile App,Central,Agent_53
INC00921,C1992,4/7/2025 0:40,4/7/2025 5:04,264,Transaction Mismatch,Missing Transaction,Low,72,TRUE,5,Chat,West,Agent_30
INC00922,C1964,9/6/2025 12:47,9/6/2025 20:09,442,Account Access,MFA Issue,Medium,48,TRUE,5,Mobile App,North,Agent_94
INC00923,C1877,7/17/2025 9:38,7/17/2025 13:25,227,Account Access,Locked Account,High,24,TRUE,5,Phone,South,Agent_64
INC00924,C1977,2/14/2025 9:53,2/15/2025 2:52,1019,Chargeback,Merchant Error,Low,72,TRUE,5,Phone,West,Agent_85
INC00925,C1445,5/4/2025 7:13,5/4/2025 6:55,-18,Account Access,Locked Account,Medium,48,TRUE,,Phone,South,Agent_119
INC00926,C1686,6/17/2025 12:49,6/17/2025 21:19,510,Fraud Detection,Account Takeover,Medium,48,TRUE,5,Phone,South,Agent_119
INC00927,C1946,9/9/2025 2:50,9/9/2025 6:44,234,Transaction Mismatch,Amount Mismatch,High,24,TRUE,5,Phone,East,Agent_49
INC00928,C1265,7/15/2025 20:41,7/16/2025 1:16,275,Payment Failure,Insufficient Funds,High,24,TRUE,5,Phone,East,Agent_12
INC00929,C1586,2/27/2025 2:21,2/27/2025 9:43,442,Payment Failure,Gateway Error,Medium,48,TRUE,4,Chat,South,Agent_110
INC00930,C1867,6/10/2025 12:36,6/11/2025 10:37,1321,Delay,Clearing Delay,Medium,48,TRUE,4,Mobile App,West,Agent_41
INC00931,C1109,7/6/2025 21:59,7/7/2025 19:34,1295,Delay,Processing Queue,Medium,48,TRUE,4,Mobile App,North,Agent_69
INC00932,C1150,8/24/2025 10:09,8/24/2025 15:16,307,Chargeback,Customer Dispute,Medium,48,TRUE,5,Chat,South,Agent_96
INC00933,C1868,1/18/2025 19:20,,,Payment Failure,Beneficiary Error,Low,72,FALSE,,Mobile App,South,Agent_64
INC00934,C1215,5/30/2025 22:24,6/1/2025 12:03,2259,Chargeback,Merchant Error,Low,72,TRUE,3,Email,North,Agent_119
INC00935,C1022,4/2/2025 15:46,4/2/2025 22:59,433,Fraud Detection,Suspicious Login,High,24,TRUE,3,Mobile App,East,Agent_55
INC00936,C1713,8/31/2025 11:48,8/31/2025 20:12,504,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,5,Email,Central,Agent_51
INC00937,C1311,2/19/2025 4:20,2/19/2025 7:52,212,Account Access,Password Reset,High,24,TRUE,5,Mobile App,South,Agent_74
INC00938,C1766,3/12/2025 14:44,3/13/2025 11:48,1264,Fraud Detection,Card Fraud,Low,72,TRUE,4,Email,North,Agent_47
INC00939,C1948,2/22/2025 21:50,2/23/2025 4:07,377,Delay,Interbank Delay,Medium,48,TRUE,5,Phone,North,Agent_46
INC00940,C1642,8/31/2025 5:03,9/1/2025 0:57,1194,Chargeback,Merchant Error,Medium,48,TRUE,4,Mobile App,South,Agent_5
INC00941,C1763,3/2/2025 7:25,3/2/2025 11:24,239,Transaction Mismatch,Missing Transaction,Critical,4,TRUE,2,Mobile App,North,Agent_100
INC00942,C1122,8/26/2025 20:24,,,Payment Failure,Insufficient Funds,Low,72,FALSE,,Phone,North,Agent_16
INC00943,C1491,9/8/2025 20:42,9/9/2025 0:08,206,Payment Failure,Gateway Error,Medium,48,TRUE,5,Chat,North,Agent_102
INC00944,C1333,4/3/2025 12:30,4/3/2025 13:37,67,Account Access,MFA Issue,Medium,48,TRUE,5,Phone,Central,Agent_24
INC00945,C1500,7/27/2025 22:01,7/28/2025 3:23,322,Payment Failure,Beneficiary Error,High,24,TRUE,5,Phone,Central,Agent_108
INC00946,C1568,3/5/2025 6:42,3/6/2025 7:52,1510,Delay,Processing Queue,Medium,48,TRUE,3,Mobile App,East,Agent_16
INC00947,C1771,1/21/2025 4:36,1/21/2025 11:12,396,Account Access,Password Reset,Medium,48,TRUE,5,Phone,North,Agent_16
INC00948,C1047,6/2/2025 11:34,6/3/2025 1:56,862,Transaction Mismatch,Missing Transaction,Low,72,TRUE,5,Chat,Central,Agent_57
INC00949,C1214,3/13/2025 18:31,3/14/2025 2:45,494,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Phone,North,Agent_31
INC00950,C1565,1/19/2025 6:09,1/19/2025 19:06,777,KYC/Documentation,Missing Documents,Critical,4,FALSE,1,Email,Central,Agent_46
INC00951,C1665,5/23/2025 4:46,5/23/2025 21:25,999,Transaction Mismatch,Missing Transaction,Low,72,TRUE,,Email,West,Agent_59
INC00952,C1644,2/12/2025 8:43,2/12/2025 9:25,42,Chargeback,Customer Dispute,Medium,48,TRUE,,Chat,South,Agent_92
INC00953,C1157,7/10/2025 18:42,7/13/2025 12:20,3938,KYC/Documentation,Mismatch Info,Low,72,TRUE,2,Chat,West,Agent_49
INC00954,C1416,1/14/2025 19:15,1/15/2025 6:23,668,Fraud Detection,Suspicious Login,Low,72,TRUE,5,Phone,East,Agent_82
INC00955,C1280,2/15/2025 11:58,2/15/2025 13:22,84,Account Access,Password Reset,High,24,TRUE,4,Phone,North,Agent_49
INC00956,C1313,4/24/2025 12:06,4/25/2025 0:48,762,Chargeback,Customer Dispute,Medium,48,TRUE,4,Mobile App,North,Agent_68
INC00957,C1049,6/28/2025 22:36,6/29/2025 7:50,554,Fraud Detection,Account Takeover,Medium,48,TRUE,5,Email,East,Agent_97
INC00958,C1870,7/19/2025 5:22,7/19/2025 9:05,223,Account Access,Locked Account,Medium,48,TRUE,5,Mobile App,West,Agent_76
INC00959,C1146,3/7/2025 8:00,,,Payment Failure,Gateway Error,Medium,48,FALSE,,Mobile App,Central,Agent_95
INC00960,C1694,5/17/2025 1:58,5/17/2025 6:27,269,Payment Failure,Insufficient Funds,Medium,48,TRUE,5,Mobile App,West,Agent_24
INC00961,C1964,8/13/2025 11:51,8/13/2025 14:17,146,Payment Failure,Insufficient Funds,Critical,4,TRUE,3,Email,East,Agent_82
